,index,Datetime,Text,Label,tokens,normalized_tweets,tidy_tweet,scores,compound,comp_score,neu
115,138,2021-05-16 07:19:44+00:00,show mercy gaza militants jihadis supporters india loves israel praying safety strength victory evil ,positive,"['show', 'mercy', 'gaza', 'militants', 'jihadis', 'supporters', 'india', 'loves', 'israel', 'praying', 'safety', 'strength', 'victory', 'evil']","['show', 'merci', 'gaza', 'milit', 'jihadi', 'support', 'india', 'love', 'israel', 'pray', 'safeti', 'strength', 'victori', 'evil']",show merci gaza milit jihadi support india love israel pray safeti strength victori evil,"{'neg': 0.171, 'neu': 0.349, 'pos': 0.481, 'compound': 0.7906}",0.7906,pos,0.349
116,141,2021-05-13 01:54:21+00:00,replace word israel gaza footage gaza s condition right talk what hypocrite disgusting entitled whiny settlers ,neutral,"['replace', 'word', 'israel', 'gaza', 'footage', 'gaza', 's', 'condition', 'right', 'talk', 'what', 'hypocrite', 'disgusting', 'entitled', 'whiny', 'settlers']","['replac', 'word', 'israel', 'gaza', 'footag', 'gaza', 's', 'condit', 'right', 'talk', 'what', 'hypocrit', 'disgust', 'entitl', 'whini', 'settler']",replac word israel gaza footag gaza s condit right talk what hypocrit disgust entitl whini settler,"{'neg': 0.218, 'neu': 0.782, 'pos': 0.0, 'compound': -0.5994}",-0.5994,neg,0.782
117,142,2021-05-31 16:05:58+00:00,look and yesterday packed fuck drunk sweaty ,offensive,"['look', 'and', 'yesterday', 'packed', 'fuck', 'drunk', 'sweaty']","['look', 'and', 'yesterday', 'pack', 'fuck', 'drunk', 'sweati']",look and yesterday pack fuck drunk sweati,"{'neg': 0.541, 'neu': 0.459, 'pos': 0.0, 'compound': -0.7096}",-0.7096,neg,0.459
118,144,2021-05-31 07:30:31+00:00,far bad compared fuck wrong,neutral,"['far', 'bad', 'compared', 'fuck', 'wrong']","['far', 'bad', 'compar', 'fuck', 'wrong']",far bad compar fuck wrong,"{'neg': 0.835, 'neu': 0.165, 'pos': 0.0, 'compound': -0.8779}",-0.8779,neg,0.165
119,145,2020-08-17 22:35:20+00:00,support black owned business selling trendy accessories visit,positive,"['support', 'black', 'owned', 'business', 'selling', 'trendy', 'accessories', 'visit']","['support', 'black', 'own', 'busi', 'sell', 'trendi', 'accessori', 'visit']",support black own busi sell trendi accessori visit,"{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.4019}",0.4019,pos,0.722
120,146,2021-05-15 22:01:29+00:00,hey toilet peoples going on ,mocking,"['hey', 'toilet', 'peoples', 'going', 'on']","['hey', 'toilet', 'peopl', 'go', 'on']",hey toilet peopl go on,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neg,1.0
121,147,2021-05-15 14:08:51+00:00,malaysia fails prove support palestine ,positive,"['malaysia', 'fails', 'prove', 'support', 'palestine']","['malaysia', 'fail', 'prove', 'support', 'palestin']",malaysia fail prove support palestin,"{'neg': 0.38, 'neu': 0.326, 'pos': 0.293, 'compound': -0.2023}",-0.2023,neg,0.326
122,149,2021-05-17 17:27:00+00:00,rating already join deserve go apps store rate facebook star ,neutral,"['rating', 'already', 'join', 'deserve', 'go', 'apps', 'store', 'rate', 'facebook', 'star']","['rate', 'alreadi', 'join', 'deserv', 'go', 'app', 'store', 'rate', 'facebook', 'star']",rate alreadi join deserv go app store rate facebook star,"{'neg': 0.0, 'neu': 0.804, 'pos': 0.196, 'compound': 0.296}",0.296,pos,0.804
123,150,2021-01-10 00:46:42+00:00,my magazine features include believe mission amp support purpose fulfill gods plan sponsor,positive,"['my', 'magazine', 'features', 'include', 'believe', 'mission', 'amp', 'support', 'purpose', 'fulfill', 'gods', 'plan', 'sponsor']","['my', 'magazin', 'featur', 'includ', 'believ', 'mission', 'amp', 'support', 'purpos', 'fulfil', 'god', 'plan', 'sponsor']",my magazin featur includ believ mission amp support purpo fulfil god plan sponsor,"{'neg': 0.0, 'neu': 0.696, 'pos': 0.304, 'compound': 0.5859}",0.5859,pos,0.696
124,151,2021-05-17 14:13:45+00:00,does trump,neutral,"['does', 'trump']","['doe', 'trump']",doe trump,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neg,1.0
125,152,2021-05-15 18:55:17+00:00,israel good bringing international media houses cool they want hide human sufferings oppressed people palestine this stop immediately peace prevail ,neutral,"['israel', 'good', 'bringing', 'international', 'media', 'houses', 'cool', 'they', 'want', 'hide', 'human', 'sufferings', 'oppressed', 'people', 'palestine', 'this', 'stop', 'immediately', 'peace', 'prevail']","['israel', 'good', 'bring', 'intern', 'media', 'hous', 'cool', 'they', 'want', 'hide', 'human', 'suffer', 'oppress', 'peopl', 'palestin', 'thi', 'stop', 'immedi', 'peac', 'prevail']",israel good bring intern media hou cool they want hide human suffer oppress peopl palestin thi stop immedi peac prevail,"{'neg': 0.265, 'neu': 0.502, 'pos': 0.233, 'compound': -0.2263}",-0.2263,neg,0.502
126,154,2021-05-16 10:01:57+00:00,the israeli military to right fence remove flag palestine hezbollah installed protesters yesterday s rallies border left the lebanese military watching scene israel lebanon,neutral,"['the', 'israeli', 'military', 'to', 'right', 'fence', 'remove', 'flag', 'palestine', 'hezbollah', 'installed', 'protesters', 'yesterday', 's', 'rallies', 'border', 'left', 'the', 'lebanese', 'military', 'watching', 'scene', 'israel', 'lebanon']","['the', 'isra', 'militari', 'to', 'right', 'fenc', 'remov', 'flag', 'palestin', 'hezbollah', 'instal', 'protest', 'yesterday', 's', 'ralli', 'border', 'left', 'the', 'lebanes', 'militari', 'watch', 'scene', 'israel', 'lebanon']",the isra militari to right fenc remov flag palestin hezbollah instal protest yesterday s ralli border left the leban militari watch scene israel lebanon,"{'neg': 0.083, 'neu': 0.917, 'pos': 0.0, 'compound': -0.25}",-0.25,neg,0.917
127,155,2021-05-31 21:31:33+00:00,dope fuck ,offensive,"['dope', 'fuck']","['dope', 'fuck']",dope fuck,"{'neg': 0.778, 'neu': 0.222, 'pos': 0.0, 'compound': -0.5423}",-0.5423,neg,0.222
128,156,2021-05-07 16:05:54+00:00,so talkin nigga cut day s got label industry folks around that shit gon fail matter cuz flaw hell lol,racism,"['so', 'talkin', 'nigga', 'cut', 'day', 's', 'got', 'label', 'industry', 'folks', 'around', 'that', 'shit', 'gon', 'fail', 'matter', 'cuz', 'flaw', 'hell', 'lol']","['so', 'talkin', 'nigga', 'cut', 'day', 's', 'got', 'label', 'industri', 'folk', 'around', 'that', 'shit', 'gon', 'fail', 'matter', 'cuz', 'flaw', 'hell', 'lol']",so talkin nigga cut day s got label industri folk around that shit gon fail matter cuz flaw hell lol,"{'neg': 0.454, 'neu': 0.42, 'pos': 0.126, 'compound': -0.9035}",-0.9035,neg,0.42
129,157,2021-04-08 01:45:16+00:00,computer today i want send message turn mysogyny turn n word i want racist turn turn sexually explicit language swearing calling ,neutral,"['computer', 'today', 'i', 'want', 'send', 'message', 'turn', 'mysogyny', 'turn', 'n', 'word', 'i', 'want', 'racist', 'turn', 'turn', 'sexually', 'explicit', 'language', 'swearing', 'calling']","['comput', 'today', 'i', 'want', 'send', 'messag', 'turn', 'mysogyni', 'turn', 'n', 'word', 'i', 'want', 'racist', 'turn', 'turn', 'sexual', 'explicit', 'languag', 'swear', 'call']",comput today i want send messag turn mysogyni turn n word i want racist turn turn sexual explicit languag swear call,"{'neg': 0.239, 'neu': 0.642, 'pos': 0.119, 'compound': -0.5574}",-0.5574,neg,0.642
130,158,2021-05-04 18:49:16+00:00,funny feminism creation,misogyny,"['funny', 'feminism', 'creation']","['funni', 'femin', 'creation']",funni femin creation,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.2732}",0.2732,pos,0.488
131,159,2021-05-16 00:09:15+00:00,first write britains correct later i tell words jinnah you israel illegitimate child west ,offensive,"['first', 'write', 'britains', 'correct', 'later', 'i', 'tell', 'words', 'jinnah', 'you', 'israel', 'illegitimate', 'child', 'west']","['first', 'write', 'britain', 'correct', 'later', 'i', 'tell', 'word', 'jinnah', 'you', 'israel', 'illegitim', 'child', 'west']",first write britain correct later i tell word jinnah you israel illegitim child west,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neg,1.0
132,160,2021-05-06 20:19:38+00:00,feminism leaving body listen,mocking,"['feminism', 'leaving', 'body', 'listen']","['femin', 'leav', 'bodi', 'listen']",femin leav bodi listen,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neg,1.0
133,161,2021-05-15 07:44:02+00:00,keep attacking let malaysians amp indonesians ,neutral,"['keep', 'attacking', 'let', 'malaysians', 'amp', 'indonesians']","['keep', 'attack', 'let', 'malaysian', 'amp', 'indonesian']",keep attack let malaysian amp indonesian,"{'neg': 0.383, 'neu': 0.617, 'pos': 0.0, 'compound': -0.4767}",-0.4767,neg,0.617
134,163,2021-05-17 20:41:13+00:00,unless ethnic racist nationalist banners unite banner islam allah humiliating hands zionists enemies ,neutral,"['unless', 'ethnic', 'racist', 'nationalist', 'banners', 'unite', 'banner', 'islam', 'allah', 'humiliating', 'hands', 'zionists', 'enemies']","['unless', 'ethnic', 'racist', 'nationalist', 'banner', 'unit', 'banner', 'islam', 'allah', 'humili', 'hand', 'zionist', 'enemi']",unless ethnic racist nationalist banner unit banner islam allah humili hand zionist enemi,"{'neg': 0.22, 'neu': 0.604, 'pos': 0.176, 'compound': -0.2023}",-0.2023,neg,0.604
135,164,2021-05-16 00:18:07+00:00,kind joke haha lol know war zone baby want create video how children guys killed i think baby like better kill him her self,neutral,"['kind', 'joke', 'haha', 'lol', 'know', 'war', 'zone', 'baby', 'want', 'create', 'video', 'how', 'children', 'guys', 'killed', 'i', 'think', 'baby', 'like', 'better', 'kill', 'him', 'her', 'self']","['kind', 'joke', 'haha', 'lol', 'know', 'war', 'zone', 'babi', 'want', 'creat', 'video', 'how', 'children', 'guy', 'kill', 'i', 'think', 'babi', 'like', 'better', 'kill', 'him', 'her', 'self']",kind joke haha lol know war zone babi want creat video how children guy kill i think babi like better kill him her self,"{'neg': 0.3, 'neu': 0.293, 'pos': 0.408, 'compound': 0.2023}",0.2023,pos,0.293
136,165,2021-04-17 18:29:00+00:00,s amp knew smoke coming,neutral,"['s', 'amp', 'knew', 'smoke', 'coming']","['s', 'amp', 'knew', 'smoke', 'come']",s amp knew smoke come,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neg,1.0
137,166,2021-05-31 15:48:07+00:00,i looks like i it i meant way negative view wonderful dick eye catching ,offensive,"['i', 'looks', 'like', 'i', 'it', 'i', 'meant', 'way', 'negative', 'view', 'wonderful', 'dick', 'eye', 'catching']","['i', 'look', 'like', 'i', 'it', 'i', 'meant', 'way', 'neg', 'view', 'wonder', 'dick', 'eye', 'catch']",i look like i it i meant way neg view wonder dick eye catch,"{'neg': 0.223, 'neu': 0.608, 'pos': 0.169, 'compound': -0.2023}",-0.2023,neg,0.608
138,167,2021-05-16 16:00:03+00:00,the war jews war zionists,offensive,"['the', 'war', 'jews', 'war', 'zionists']","['the', 'war', 'jew', 'war', 'zionist']",the war jew war zionist,"{'neg': 0.722, 'neu': 0.278, 'pos': 0.0, 'compound': -0.8316}",-0.8316,neg,0.278
139,170,2021-05-11 02:38:22+00:00,that weird ass nigga criticism ,racism,"['that', 'weird', 'ass', 'nigga', 'criticism']","['that', 'weird', 'ass', 'nigga', 'critic']",that weird ass nigga critic,"{'neg': 0.785, 'neu': 0.215, 'pos': 0.0, 'compound': -0.743}",-0.743,neg,0.215
140,171,2021-05-16 08:59:09+00:00,sir asking free palestine i guess israel going free palestine ,mocking,"['sir', 'asking', 'free', 'palestine', 'i', 'guess', 'israel', 'going', 'free', 'palestine']","['sir', 'ask', 'free', 'palestin', 'i', 'guess', 'israel', 'go', 'free', 'palestin']",sir ask free palestin i guess israel go free palestin,"{'neg': 0.0, 'neu': 0.515, 'pos': 0.485, 'compound': 0.765}",0.765,pos,0.515
141,172,2021-05-31 20:17:50+00:00,tell ur girl fist fuck i sorry i gnarly bitch,offensive,"['tell', 'ur', 'girl', 'fist', 'fuck', 'i', 'sorry', 'i', 'gnarly', 'bitch']","['tell', 'ur', 'girl', 'fist', 'fuck', 'i', 'sorri', 'i', 'gnarli', 'bitch']",tell ur girl fist fuck i sorri i gnarli bitch,"{'neg': 0.549, 'neu': 0.451, 'pos': 0.0, 'compound': -0.8074}",-0.8074,neg,0.451
142,173,2021-04-21 07:53:56+00:00,what empowerment r ladies suppose punished forget lives r risking life ,misogyny,"['what', 'empowerment', 'r', 'ladies', 'suppose', 'punished', 'forget', 'lives', 'r', 'risking', 'life']","['what', 'empower', 'r', 'ladi', 'suppos', 'punish', 'forget', 'live', 'r', 'risk', 'life']",what empow r ladi suppo punish forget live r risk life,"{'neg': 0.552, 'neu': 0.448, 'pos': 0.0, 'compound': -0.7506}",-0.7506,neg,0.448
143,175,2021-05-31 05:23:45+00:00,fuck funny,offensive,"['fuck', 'funny']","['fuck', 'funni']",fuck funni,"{'neg': 0.778, 'neu': 0.222, 'pos': 0.0, 'compound': -0.5423}",-0.5423,neg,0.222
144,176,2020-07-12 20:12:29+00:00,people fake page saint louis prosecuting attorneys promoting racism,neutral,"['people', 'fake', 'page', 'saint', 'louis', 'prosecuting', 'attorneys', 'promoting', 'racism']","['peopl', 'fake', 'page', 'saint', 'loui', 'prosecut', 'attorney', 'promot', 'racism']",peopl fake page saint loui prosecut attorney promot racism,"{'neg': 0.507, 'neu': 0.493, 'pos': 0.0, 'compound': -0.802}",-0.802,neg,0.493
145,177,2021-04-29 21:36:11+00:00,like watch snow fall nigga,racism,"['like', 'watch', 'snow', 'fall', 'nigga']","['like', 'watch', 'snow', 'fall', 'nigga']",like watch snow fall nigga,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.3612}",0.3612,pos,0.615
146,178,2021-05-18 17:39:27+00:00,dead injured detained israelwikipedia,neutral,"['dead', 'injured', 'detained', 'israelwikipedia']","['dead', 'injur', 'detain', 'israelwikipedia']",dead injur detain israelwikipedia,"{'neg': 0.78, 'neu': 0.22, 'pos': 0.0, 'compound': -0.7964}",-0.7964,neg,0.22
147,181,2021-05-16 07:13:50+00:00,all heartfelt prayers brother sister palestine goes immense suffering pl tc syed brother do look self stay blessed eternal prayers peace love harmony god bless you ,positive,"['all', 'heartfelt', 'prayers', 'brother', 'sister', 'palestine', 'goes', 'immense', 'suffering', 'pl', 'tc', 'syed', 'brother', 'do', 'look', 'self', 'stay', 'blessed', 'eternal', 'prayers', 'peace', 'love', 'harmony', 'god', 'bless', 'you']","['all', 'heartfelt', 'prayer', 'brother', 'sister', 'palestin', 'goe', 'immens', 'suffer', 'pl', 'tc', 'sy', 'brother', 'do', 'look', 'self', 'stay', 'bless', 'etern', 'prayer', 'peac', 'love', 'harmoni', 'god', 'bless', 'you']",all heartfelt prayer brother sister palestin goe immen suffer pl tc sy brother do look self stay bless etern prayer peac love harmoni god bless you,"{'neg': 0.09, 'neu': 0.514, 'pos': 0.396, 'compound': 0.8979}",0.8979,pos,0.514
148,182,2021-04-08 18:53:56+00:00,here nigga homosexual rigmarole,offensive,"['here', 'nigga', 'homosexual', 'rigmarole']","['here', 'nigga', 'homosexu', 'rigmarol']",here nigga homosexu rigmarol,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neg,1.0
149,184,2021-05-16 11:02:10+00:00,ask indian flag coz indians support israel andhbhakt supported ask andhbhakt flag,mocking,"['ask', 'indian', 'flag', 'coz', 'indians', 'support', 'israel', 'andhbhakt', 'supported', 'ask', 'andhbhakt', 'flag']","['ask', 'indian', 'flag', 'coz', 'indian', 'support', 'israel', 'andhbhakt', 'support', 'ask', 'andhbhakt', 'flag']",ask indian flag coz indian support israel andhbhakt support ask andhbhakt flag,"{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.6597}",0.6597,pos,0.649
150,186,2021-04-18 20:02:32+00:00,tramp stamps marketing fabricated colorful punk aesthetics young girls internet promoting assaulting men preaching feminism music nauseating,misogyny,"['tramp', 'stamps', 'marketing', 'fabricated', 'colorful', 'punk', 'aesthetics', 'young', 'girls', 'internet', 'promoting', 'assaulting', 'men', 'preaching', 'feminism', 'music', 'nauseating']","['tramp', 'stamp', 'market', 'fabric', 'color', 'punk', 'aesthet', 'young', 'girl', 'internet', 'promot', 'assault', 'men', 'preach', 'femin', 'music', 'nauseat']",tramp stamp market fabric color punk aesthet young girl internet promot assault men preach femin music nauseat,"{'neg': 0.192, 'neu': 0.808, 'pos': 0.0, 'compound': -0.5859}",-0.5859,neg,0.808
151,187,2021-05-17 18:09:20+00:00,support israel jai hind india,positive,"['support', 'israel', 'jai', 'hind', 'india']","['support', 'israel', 'jai', 'hind', 'india']",support israel jai hind india,"{'neg': 0.0, 'neu': 0.597, 'pos': 0.403, 'compound': 0.4019}",0.4019,pos,0.597
152,188,2021-05-12 17:52:01+00:00,israel think victim lol seen israeli children died injured bombing ,mocking,"['israel', 'think', 'victim', 'lol', 'seen', 'israeli', 'children', 'died', 'injured', 'bombing']","['israel', 'think', 'victim', 'lol', 'seen', 'isra', 'children', 'die', 'injur', 'bomb']",israel think victim lol seen isra children die injur bomb,"{'neg': 0.511, 'neu': 0.333, 'pos': 0.156, 'compound': -0.7506}",-0.7506,neg,0.333
153,190,2021-05-31 17:20:17+00:00,but i reject curve fuck outta people right quick i i got sum going,offensive,"['but', 'i', 'reject', 'curve', 'fuck', 'outta', 'people', 'right', 'quick', 'i', 'i', 'got', 'sum', 'going']","['but', 'i', 'reject', 'curv', 'fuck', 'outta', 'peopl', 'right', 'quick', 'i', 'i', 'got', 'sum', 'go']",but i reject curv fuck outta peopl right quick i i got sum go,"{'neg': 0.48, 'neu': 0.52, 'pos': 0.0, 'compound': -0.8519}",-0.8519,neg,0.52
154,191,2021-05-17 11:31:31+00:00,israel claiming acting self defense hamas rockets israel occupying force right use military force self defense occupied territory ,neutral,"['israel', 'claiming', 'acting', 'self', 'defense', 'hamas', 'rockets', 'israel', 'occupying', 'force', 'right', 'use', 'military', 'force', 'self', 'defense', 'occupied', 'territory']","['israel', 'claim', 'act', 'self', 'defens', 'hama', 'rocket', 'israel', 'occupi', 'forc', 'right', 'use', 'militari', 'forc', 'self', 'defens', 'occupi', 'territori']",israel claim act self defen hama rocket israel occupi forc right use militari forc self defen occupi territori,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neg,1.0
155,192,2021-05-15 02:43:59+00:00,good job,positive,"['good', 'job']","['good', 'job']",good job,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,pos,0.256
156,193,2021-05-11 16:55:55+00:00,single ramzan peaceful people palestine they unsafe land ,neutral,"['single', 'ramzan', 'peaceful', 'people', 'palestine', 'they', 'unsafe', 'land']","['singl', 'ramzan', 'peac', 'peopl', 'palestin', 'they', 'unsaf', 'land']",singl ramzan peac peopl palestin they unsaf land,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neg,1.0
157,194,2021-05-12 01:11:33+00:00, 6 feminism anti racism lumped social justice years feminism big sister anti racism tag along little brother ,neutral,"['6', 'feminism', 'anti', 'racism', 'lumped', 'social', 'justice', 'years', 'feminism', 'big', 'sister', 'anti', 'racism', 'tag', 'along', 'little', 'brother']","['6', 'femin', 'anti', 'racism', 'lump', 'social', 'justic', 'year', 'femin', 'big', 'sister', 'anti', 'racism', 'tag', 'along', 'littl', 'brother']",6 femin anti racism lump social justic year femin big sister anti racism tag along littl brother,"{'neg': 0.516, 'neu': 0.484, 'pos': 0.0, 'compound': -0.9153}",-0.9153,neg,0.484
158,196,2021-04-20 01:25:12+00:00, how bitches want fuck nigga ,offensive,"['how', 'bitches', 'want', 'fuck', 'nigga']","['how', 'bitch', 'want', 'fuck', 'nigga']",how bitch want fuck nigga,"{'neg': 0.689, 'neu': 0.189, 'pos': 0.123, 'compound': -0.7906}",-0.7906,neg,0.189
159,197,2021-04-25 20:53:11+00:00,i want nigga sweats me baby me let bitch him sense ,offensive,"['i', 'want', 'nigga', 'sweats', 'me', 'baby', 'me', 'let', 'bitch', 'him', 'sense']","['i', 'want', 'nigga', 'sweat', 'me', 'babi', 'me', 'let', 'bitch', 'him', 'sens']",i want nigga sweat me babi me let bitch him sen,"{'neg': 0.29, 'neu': 0.611, 'pos': 0.099, 'compound': -0.5423}",-0.5423,neg,0.611
160,198,2021-05-15 16:58:51+00:00,these children hamas said liars day everyday,neutral,"['these', 'children', 'hamas', 'said', 'liars', 'day', 'everyday']","['these', 'children', 'hama', 'said', 'liar', 'day', 'everyday']",these children hama said liar day everyday,"{'neg': 0.355, 'neu': 0.645, 'pos': 0.0, 'compound': -0.5106}",-0.5106,neg,0.645
161,199,2021-04-20 05:34:39+00:00,when i high school i told frat niggas ever came alex lord ,neutral,"['when', 'i', 'high', 'school', 'i', 'told', 'frat', 'niggas', 'ever', 'came', 'alex', 'lord']","['when', 'i', 'high', 'school', 'i', 'told', 'frat', 'nigga', 'ever', 'came', 'alex', 'lord']",when i high school i told frat nigga ever came alex lord,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neg,1.0
162,201,2021-04-19 16:04:47+00:00,realer nigga,neutral,"['realer', 'nigga']","['realer', 'nigga']",realer nigga,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neg,1.0
163,202,2021-05-12 06:57:08+00:00,well atleast dm nosey nigga i judge silence,racism,"['well', 'atleast', 'dm', 'nosey', 'nigga', 'i', 'judge', 'silence']","['well', 'atleast', 'dm', 'nosey', 'nigga', 'i', 'judg', 'silenc']",well atleast dm nosey nigga i judg silenc,"{'neg': 0.202, 'neu': 0.562, 'pos': 0.236, 'compound': 0.0772}",0.0772,pos,0.562
164,203,2021-05-18 15:48:06+00:00,gaetz republican congressman big trump supporter ,neutral,"['gaetz', 'republican', 'congressman', 'big', 'trump', 'supporter']","['gaetz', 'republican', 'congressman', 'big', 'trump', 'support']",gaetz republican congressman big trump support,"{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.4019}",0.4019,pos,0.649
165,205,2020-09-24 02:01:53+00:00,no black lives matter open season police hunting white people twisted sit out ,attacking,"['no', 'black', 'lives', 'matter', 'open', 'season', 'police', 'hunting', 'white', 'people', 'twisted', 'sit', 'out']","['no', 'black', 'live', 'matter', 'open', 'season', 'polic', 'hunt', 'white', 'peopl', 'twist', 'sit', 'out']",no black live matter open season polic hunt white peopl twist sit out,"{'neg': 0.154, 'neu': 0.769, 'pos': 0.077, 'compound': -0.2732}",-0.2732,neg,0.769
166,206,2021-04-14 06:24:47+00:00,mysogyny rebranded empowerment women still pandering male gaze ,mocking,"['mysogyny', 'rebranded', 'empowerment', 'women', 'still', 'pandering', 'male', 'gaze']","['mysogyni', 'rebrand', 'empower', 'women', 'still', 'pander', 'male', 'gaze']",mysogyni rebrand empow women still pander male gaze,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neg,1.0
167,207,2021-05-07 13:42:14+00:00,finally saw coming america today unnecessary comedy sprinkle feminism there ,mocking,"['finally', 'saw', 'coming', 'america', 'today', 'unnecessary', 'comedy', 'sprinkle', 'feminism', 'there']","['final', 'saw', 'come', 'america', 'today', 'unnecessari', 'comedi', 'sprinkl', 'femin', 'there']",final saw come america today unnecessari comedi sprinkl femin there,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neg,1.0
168,209,2021-05-16 12:25:46+00:00,feminism leaving body seeing israelis weaponizefeminism order justify genocide,neutral,"['feminism', 'leaving', 'body', 'seeing', 'israelis', 'weaponizefeminism', 'order', 'justify', 'genocide']","['femin', 'leav', 'bodi', 'see', 'isra', 'weaponizefemin', 'order', 'justifi', 'genocid']",femin leav bodi see isra weaponizefemin order justifi genocid,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neg,1.0
169,210,2021-04-21 08:25:09+00:00,feminism its reality ,neutral,"['feminism', 'its', 'reality']","['femin', 'it', 'realiti']",femin it realiti,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neg,1.0
170,211,2021-05-16 22:43:22+00:00,what about when the israeli police attacked the palestine praying people at al aqsa palestine people have right of self defence shame on you mr one eyed president,attacking,"['what', 'about', 'when', 'the', 'israeli', 'police', 'attacked', 'the', 'palestine', 'praying', 'people', 'at', 'al', 'aqsa', 'palestine', 'people', 'have', 'right', 'of', 'self', 'defence', 'shame', 'on', 'you', 'mr', 'one', 'eyed', 'president']","['what', 'about', 'when', 'the', 'isra', 'polic', 'attack', 'the', 'palestin', 'pray', 'peopl', 'at', 'al', 'aqsa', 'palestin', 'peopl', 'have', 'right', 'of', 'self', 'defenc', 'shame', 'on', 'you', 'mr', 'one', 'eye', 'presid']",what about when the isra polic attack the palestin pray peopl at al aqsa palestin peopl have right of self defenc shame on you mr one eye presid,"{'neg': 0.185, 'neu': 0.746, 'pos': 0.069, 'compound': -0.5994}",-0.5994,neg,0.746
171,212,2021-05-30 03:18:54+00:00,lol haha dude looking dick warrant,mocking,"['lol', 'haha', 'dude', 'looking', 'dick', 'warrant']","['lol', 'haha', 'dude', 'look', 'dick', 'warrant']",lol haha dude look dick warrant,"{'neg': 0.273, 'neu': 0.248, 'pos': 0.479, 'compound': 0.3612}",0.3612,pos,0.248
172,213,2021-05-16 03:29:11+00:00,shame israel,attacking,"['shame', 'israel']","['shame', 'israel']",shame israel,"{'neg': 0.756, 'neu': 0.244, 'pos': 0.0, 'compound': -0.4767}",-0.4767,neg,0.244
173,214,2021-05-16 17:14:00+00:00,israel india israel terrorism i request prime minister shri narendra modi let world know israel fight terrorism india stand united ,neutral,"['israel', 'india', 'israel', 'terrorism', 'i', 'request', 'prime', 'minister', 'shri', 'narendra', 'modi', 'let', 'world', 'know', 'israel', 'fight', 'terrorism', 'india', 'stand', 'united']","['israel', 'india', 'israel', 'terror', 'i', 'request', 'prime', 'minist', 'shri', 'narendra', 'modi', 'let', 'world', 'know', 'israel', 'fight', 'terror', 'india', 'stand', 'unit']",israel india israel terror i request prime minist shri narendra modi let world know israel fight terror india stand unit,"{'neg': 0.37, 'neu': 0.63, 'pos': 0.0, 'compound': -0.8555}",-0.8555,neg,0.63
174,216,2021-05-18 10:15:28+00:00,palestine land abrahamic faith there palestinian christians palestinian muslims they oppressed muslim brethren palestinian life occupation a muslim amp christian experience 21st may friday 8 30 pm msia time 30,neutral,"['palestine', 'land', 'abrahamic', 'faith', 'there', 'palestinian', 'christians', 'palestinian', 'muslims', 'they', 'oppressed', 'muslim', 'brethren', 'palestinian', 'life', 'occupation', 'a', 'muslim', 'amp', 'christian', 'experience', '21st', 'may', 'friday', '8', '30', 'pm', 'msia', 'time', '30']","['palestin', 'land', 'abraham', 'faith', 'there', 'palestinian', 'christian', 'palestinian', 'muslim', 'they', 'oppress', 'muslim', 'brethren', 'palestinian', 'life', 'occup', 'a', 'muslim', 'amp', 'christian', 'experi', '21st', 'may', 'friday', '8', '30', 'pm', 'msia', 'time', '30']",palestin land abraham faith there palestinian christian palestinian muslim they oppress muslim brethren palestinian life occup a muslim amp christian experi 21st may friday 8 30 pm msia time 30,"{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.4215}",0.4215,pos,0.906
