,index,Datetime,Text,lang,label,class
5836,5989,2020-01-30 06:52:11+00:00, sethmeyers i love donate npr suggested like way makes point trump how late night seth meyers setting fund ,en,bully,0
5845,5999,2020-01-30 06:49:11+00:00, granthamdor politics_polls gtconway3d reuters ipsos of course not you re trump cult member you think support over half country truth he s 50 approval rating guess that s happens cheat elected https t co bn0avrfqck,en,bully,0
5846,6000,2020-01-30 06:48:56+00:00, lindseygrahamsc i do not trust donald trump interests dirty funds steal everybody s money,en,bully,0
5848,6002,2020-01-30 06:48:34+00:00,dershowitz s power play trump team stumble the moments mattered senate q amp a https t co yced96tdtq politico,en,bully,0
5850,6004,2020-01-30 06:47:50+00:00,you clueless handsy grabby perv joe you need think again we powerful god stands trump s impeachment nowhere it s ploy dems try cheat election steal america work https t co wv9avmjhue https t co 2xanwl6yr7,en,bully,0
5851,6005,2020-01-30 06:47:30+00:00, alyssa_milano i appreciate attempt bridging know trump supporters giving olive branch most struggling it majority white men socio economic backgrounds hurting privledge challenged ,en,bully,0
5855,6009,2020-01-30 06:46:14+00:00, acosta the chief justice sitting there surely gather ruth rest vote give trump seats doomed,en,bully,0
5857,6011,2020-01-30 06:45:21+00:00, birdseye1 forgottensaint3 dannaja64danny johnckain billcrowley3rd courvoiserking ltdsoltd al_gorelioni whichsideareuon dmdrendall 1frac1 hardlanding gamma_ray239 thenasciences nasa noaa aaas lamarsmithtx21 repfranklucas danarohrabacher repmobrooks rephultgren congbillposey sendansullivan jiminhofe senmikelee sencorygardner socialistpartyu upspi rtb_official carolmswain dineshdsouza qayin potus repmarkmeadows jim_jordan repmattgaetz devinnunes trump and your support antifa black lives matters techniques opperations make you real contributor violence nation suffering a real contributor as opposed to some imaginary relentless enemy constantly confronting where not ,en,bully,0
5859,6013,2020-01-30 06:44:55+00:00, realdonaldtrump foxnews hard believe think trump brain smaller i originally suspected as usual saving face yourselflookgood i think i ll later realdonaldtrump trumpisguilty trumpmustgo impeachandremove https t co d0rdarvrxr,en,bully,0
5860,6014,2020-01-30 06:44:35+00:00, jsavite kingjaffyjoe8 joemama75 realsaavedra kamvtv things he s delivering all promises ran campaign on despite no help so nothing dems trying impeach rode escalator poor liberals don t worry he ll help 5 years trump derangement syndrome real,en,bully,0
5861,6015,2020-01-30 06:44:27+00:00, senategop don t vote remove monster kiss co equality power goodbye the trump administration donaldjohntrump plunging annihilation wake up https t co 1poacxhg1p,en,bully,0
5864,6018,2020-01-30 06:43:18+00:00, tierney_megan bencjacobs how actual work senate do up 400 bills passed house lying dormant impeachment bills continue sit untouched matter happens the republicans lazy complicit trumps criminal behavior traitors r reps,en,bully,0
5866,6020,2020-01-30 06:41:24+00:00, virginiabloom9 trinitymustache yep with bernie loose trump emphasis socialism for americans socialism like communism they embracing authoritarianism,en,bully,0
5867,6021,2020-01-30 06:41:24+00:00, birdseye1 forgottensaint3 dannaja64danny johnckain billcrowley3rd courvoiserking ltdsoltd al_gorelioni whichsideareuon dmdrendall 1frac1 hardlanding gamma_ray239 thenasciences nasa noaa aaas lamarsmithtx21 repfranklucas danarohrabacher repmobrooks rephultgren congbillposey sendansullivan jiminhofe senmikelee sencorygardner socialistpartyu upspi rtb_official carolmswain dineshdsouza qayin potus repmarkmeadows jim_jordan repmattgaetz devinnunes trump sounds like me but rate read story find out went wrong kid and fix that https t co vhuyqcez36,en,bully,0
5868,6022,2020-01-30 06:41:17+00:00,right it s facts feelings we know trump office cheating amp russian help i suggest dem candidates break law trump does whatever s necessary trump office trump sure isn t playing rules https t co wxcelfgw7z,en,bully,0
5869,6023,2020-01-30 06:41:16+00:00, crow1888 klasfeldreports joebiden realdonaldtrump but fair biden officially entered race media outlet polling hypothetical candidacy consistent result beat trump general election by time biden announced buoyed result announcement formality,en,bully,0
5874,6028,2020-01-30 06:39:28+00:00,i knew donald trump test bounds constitutional democracy what i didn t fully appreciate gop walk plank him impeachmenttrial impeachmenthearings wewantwitnesess impeachment prayfortruth,en,bully,0
5878,6032,2020-01-30 06:38:18+00:00, senmcsallyaz just think hell demon release aquit corrupt president ever our elections safe trump weaponize kinds aid personal benefit bombs drop remember moab it fault he s plowing organ pipe ,en,bully,0
5880,6034,2020-01-30 06:38:02+00:00, birdseye1 forgottensaint3 dannaja64danny johnckain billcrowley3rd courvoiserking ltdsoltd al_gorelioni whichsideareuon dmdrendall 1frac1 hardlanding gamma_ray239 thenasciences nasa noaa aaas lamarsmithtx21 repfranklucas danarohrabacher repmobrooks rephultgren congbillposey sendansullivan jiminhofe senmikelee sencorygardner socialistpartyu upspi rtb_official carolmswain dineshdsouza qayin potus repmarkmeadows jim_jordan repmattgaetz devinnunes trump charlottesville again you are curious know facts the driver loner marching member white supremacist on anti psychotic drugs not nra member and failed boot camp army recruit he recently moved away from mother a lost soul,en,bully,0
5882,6036,2020-01-30 06:36:29+00:00, hueypnewton13 katrinahagen2 don t hypocrisy it comprehension starr stalk impeach lie private liaisons trump deliberately told 15 000 lies i wanted smack time mentioned clinton s impeachment today ,en,bully,0
5884,6038,2020-01-30 06:35:45+00:00,so trump said never understood wind maybe shoulda listened huh https t co fcpv9zodiv,en,bully,0
5886,6040,2020-01-30 06:35:19+00:00, reasonablepers8 courageousgirl2 i hear that i think lesson 16 can t candidate doesn t inspire ppl speak needs bring power building movement since future now im campaigning bernie things amp best chance beating trump ,en,bully,0
5887,6041,2020-01-30 06:35:01+00:00, theview i watched committee hearings senate trial i want truth but witnesses documents i won t i know trump administration won t because we ve president that s people ,en,bully,0
5888,6042,2020-01-30 06:34:20+00:00, hillaryclinton that s i calling senators tell witnesses the house said strong evidence senate expecting finish half a job house didn t do delusional democrats run cry trump 2020,en,bully,0
5892,6046,2020-01-30 06:33:49+00:00, frankluntz barnes_law read transcript personal favor in transcript trump says do us favor do me favor the us clearly means united states trump communicated espexiallg phone transcript to something value law demands ,en,bully,0
5893,6047,2020-01-30 06:33:19+00:00, kenwyatt44 att comcast sorry fcc rescinded rule gave rule bs name https t co o2roaxojoy actual net neutrality longer exists thanks trump s fcc toadies ,en,bully,0
5896,6050,2020-01-30 06:31:59+00:00, anacabrera god reminding trump land is ,en,bully,0
5897,6051,2020-01-30 06:31:46+00:00, repmikejohnson everybody dc needs realize country likes presdent doing i m predicting big riots district columbia trump pull office dems ate doing they need earn salary ,en,bully,0
5898,6052,2020-01-30 06:31:45+00:00,2of2 they convict trump supports him things like gets worse better msnbc,en,bully,0
5901,6055,2020-01-30 06:30:45+00:00,https t co 1bepnxaafb realdonaldtrump billmaher realalexmeneses ebraeden jfk trump run a country the greatest country world u s a united we stand and divided we fall together ,en,bully,0
5907,6061,2020-01-30 06:27:57+00:00, kirstenpowers ac360 voice reason you re best whooz its sitting usual stupid self i m glad gave square eyes trump never nation acts himself dangerous ,en,bully,0
5910,6064,2020-01-30 06:27:08+00:00,who cares the repadamschiff speaks impeachmenttrial damning trump case https t co 8xyqxchubk,en,bully,0
5911,6065,2020-01-30 06:26:32+00:00,can t parnas deal truthful crimes how longer sdny need case will sit trump office https t co lssucmiko8,en,bully,0
5914,6068,2020-01-30 06:24:29+00:00, realdonaldtrump award trump administration consistently publishing photos official looking groups government type folks include women not exactly representation american people ,en,bully,0
5915,6069,2020-01-30 06:23:57+00:00, cnn i m west virginian manchin doesn t vote documents witnesses clearly trump impeached then he s job west virginia people voted him i want answers truth do what s right ,en,bully,0
5916,6070,2020-01-30 06:23:56+00:00, joyfullee10 onlinedetective scottwongdc sencorygardner colo_politics just like retired military officers can t jobs government months politicians abide standards respect this remember hard mattis secdef then trump pissed him ,en,bully,0
5918,6072,2020-01-30 06:23:52+00:00, huler i eat entire cake celebration trump re elected i sugar coma maybe die i die happy,en,bully,0
5920,6074,2020-01-30 06:23:40+00:00,quite interesting perspective president trump salty sailor https t co q4t68gzn9d,en,bully,0
5922,6076,2020-01-30 06:23:07+00:00,if asia can t face masks stocked imagine keystone cops trump admin handle outbreak https t co ulaabhtxnl,en,bully,0
5924,6078,2020-01-30 06:21:45+00:00,trump s attorneys saying it s ok trump ask foreigners aid getting re elected blatantly defies articles 1 section 9 clause 8 constitution gop thrown congress abandoning oath protect constitution ,en,bully,0
5925,6079,2020-01-30 06:21:06+00:00,trumps border wall stable is not https t co s2zhudf2cb,en,bully,0
5929,6083,2020-01-30 06:20:31+00:00, mysterysolvent right now i d bondi bc representing trump conflicts parnas ,en,bully,0
5933,6087,2020-01-30 06:18:14+00:00,just trump said it doesn t true https t co y99hk3qyoe,en,bully,0
5936,6090,2020-01-30 06:17:36+00:00,dem candidates pay attention according trump s lawyers anything you do to cheat is ok in order to win fight w fire amp beat trump game throw rules window https t co ehssibhimu,en,bully,0
5938,6092,2020-01-30 06:17:08+00:00,john bolton speak wants anything he playing game w trump senate does care america dude bring nightmare end johnboltonmusttestify gopcomplicittraitors,en,bully,0
5941,6095,2020-01-30 06:16:23+00:00, pradeepraturig realdonaldtrump ianuragthakur god sent trump stated doesn t believe god god sent bullying kids mocking disabled grabbing women by knock off if trail witnesses allowed never treat better treat yourself i pity fool that s biblical ,en,bully,0
5943,6097,2020-01-30 06:15:42+00:00, birdseye1 forgottensaint3 dannaja64danny johnckain billcrowley3rd courvoiserking ltdsoltd al_gorelioni whichsideareuon dmdrendall 1frac1 hardlanding gamma_ray239 thenasciences nasa noaa aaas lamarsmithtx21 repfranklucas danarohrabacher repmobrooks rephultgren congbillposey sendansullivan jiminhofe senmikelee sencorygardner socialistpartyu upspi rtb_official carolmswain dineshdsouza qayin potus repmarkmeadows jim_jordan repmattgaetz devinnunes trump standing roadway detrimental health espaecially dont think need valid permit police protection from traffic gadzooks ppl ijits looking more martyrs should be front car ,en,bully,0
5944,6098,2020-01-30 06:15:23+00:00,cool cool cool so hasn t lied and or republican bernie can t wait biden nomination lose trump https t co kpps2wtvdn,en,bully,0
5946,6100,2020-01-30 06:14:11+00:00,lying ted trump s you first https t co qajllls41f,en,bully,0
5948,6102,2020-01-30 06:13:09+00:00, tedcruz if hold trump accountable now release monster control read tweets insulting read said that believes is we doomed ,en,bully,0
5951,6107,2020-01-30 06:11:54+00:00,devin old newspaper guilty grifter trump https t co 62pznovz3d,en,bully,0
5954,6110,2020-01-30 06:10:42+00:00, mollyjongfast crazycommoncens this trump gop putin mogilevich international crime syndicate presidency group effort destroy country benefit white supremacy mob affiliated oligarchs there innocents gop actively passively assisting trump ,en,bully,0
5955,6111,2020-01-30 06:10:12+00:00, blackhand75 glen_white ryanhillmi realdonaldtrump you can t serious we absolutely fed up politicians obsessed hating trump neglect actually job paid do i m fence good ,en,bully,0
5958,6114,2020-01-30 06:07:46+00:00, thepubliususa i believe alan dershowitz thinks finest hour course it s biggest paycheck convinced trump innocent simply article 2 constitution he believes trumps rhetoric having drunk kool aid fueled https t co aphivfqtle,en,bully,0
5962,6119,2020-01-30 06:06:22+00:00, ericselectrons wouldn t attempt diminish anyone s triggers personal experiences justifiable times things fact cancelled trump funny thing cancel culture don t accept apologies people space grow,en,bully,0
5964,6121,2020-01-30 06:06:13+00:00,white house lawyers saying anything trump did and does is permissible as long as he says its in america s interest this is insane https t co 4e4oqip8rx,en,bully,0
5966,6123,2020-01-30 06:05:22+00:00,lowest unemployment 50 years highest incomes trump support hispanic minorities signing usmca trade deal our oil a stronger military thank president trump the democrat plan year zero ,en,bully,0
5968,6125,2020-01-30 06:04:43+00:00,alaska money selling country save trump job better person do right thing country chance world respected laugh at look paycheck save country https t co qc6iwxkkly,en,bully,0
5969,6126,2020-01-30 06:04:35+00:00, chuckwoolery read constitution fine and trump public housing ,en,bully,0
5970,6127,2020-01-30 06:03:52+00:00, jorgeccolom1 mfrance923 19dumptrump i agree trump doesn t shit americans i agree cult followers bunch ignorant racist period ,en,bully,0
5971,6128,2020-01-30 06:03:48+00:00,i hate people post positive things trump black people like that s supposed help ignore countless horrible things he s women lgbtq community immigrants muslims ,en,bully,0
5972,6129,2020-01-30 06:03:34+00:00, gop and trump family screams investigation removal listening,en,bully,1
5976,6135,2020-01-30 06:02:06+00:00, bj141cox joebiden please don t waist limited income crook he s going win primary let general election could reconsider stance trump the investigate him better you ll feel presidency read up that s changed mind ,en,bully,0
5977,6136,2020-01-30 06:01:32+00:00, philiprucker and didn t resort donald trump jr tactics old fashioned way actually selling quality books people want read another win integrity ,en,bully,0
5978,6137,2020-01-30 06:00:36+00:00, repadamschiff jaysee8645 we watching republican coverup in plain view they taking down democracy and shredding the constitution this embarrassing makes ashamed american the world is watching this republican coverup the end of separation of powers trump has become king ,en,bully,0
5979,6138,2020-01-30 06:00:30+00:00, kellyannepolls kurtschlichter newyorker this hurt trump s campaign https t co zkvpopwlfh,en,bully,0
5984,6143,2020-01-30 05:59:26+00:00, charliekirk11 benghazi investigated clinton meeting wasn t obama 33 000 emails wasn t obama hunter biden proved nothing trump asked foreign country help pd pornstar lies everyday yet voted,en,bully,0
5985,6144,2020-01-30 05:58:06+00:00,is talking obama he s knowingly let hillary exactly accusing trump doing https t co yxid0xsh5q,en,bully,0
5987,6147,2020-01-30 05:56:56+00:00,look republicans trump cancer seed republican senate needs looked https t co 3ashtpwyid,en,bully,0
5991,6151,2020-01-30 05:55:19+00:00, lindseygrahamsc want comvit better back to paper vote because trump will cheap will himself then do when everybody out then america gone mark words god help ,en,bully,0
5992,6152,2020-01-30 05:55:15+00:00, eshalegal rexfoex since surviving crime supplies left rot before dumping stuff amp leaving roads trumpian i glad getting survive they know trump won t help puertoricoearthquakes climatechangeisdevastating,en,bully,0
5995,6155,2020-01-30 05:54:22+00:00,actually asking 19 sexual assault rape accusers trump testify impeachment trial gop want irrelevant witnesses how black families denied rentals latin americans children trump kidnapped falsely https t co d8b0ay6wtk,en,bully,0
6000,6160,2020-01-30 05:52:33+00:00,my adult life dc stolen amp bullied ppl powerful we re gonna elect trump 2020 if youre listening ivanka 2024 2028 if it s clear dc i guess aoc 2032 cause burn ground point https t co n1astoipef,en,bully,0
6005,6167,2020-01-30 05:50:39+00:00,this this blaring siren flashing lights waving flags she s terrible campaigning says ridiculous stuff thinking through she lose 4 years trump just like reason elect them https t co 2clpgsw1vx,en,bully,0
6006,6168,2020-01-30 05:50:36+00:00, jackasaurus3 jocowboys87 devinnunes when nunes proves useless trump throw bus then devin run counsel want honest american people ,en,bully,0
6008,6170,2020-01-30 05:50:16+00:00,well i guess hillary wanted jump seek dirt realdonaldtrump foreign countries leaders probably wouldn t problem getting leveraging favors like trump govt it s okay gop republicans https t co 95mbrnj9w3,en,bully,0
6013,6175,2020-01-30 05:49:14+00:00,ok so let understand this donald trump asked impeached on trial afraid face you what drinking https t co zjmumv6kvj,en,bully,0
6015,6177,2020-01-30 05:48:30+00:00,we need collective memories gear joebiden exaggerates plagiarizes lies like trump to fight trump need opposite end moral scale to fight darkness need light berniesanders bernie2020 berniebeatstrump https t co qdv6c5bmf0,en,bully,0
6019,6181,2020-01-30 05:47:20+00:00, sencorygardner i truly hope got 30 pieces silver trump because you ve sold soul integrity save liar corrupt man when grandkids ask save america look eye fucking thing ,en,bully,0
6021,6183,2020-01-30 05:47:00+00:00,poll more half americans increasingly convinced trump wrong https t co ecczeii9mh everyday gets worse trump ,en,bully,0
6023,6185,2020-01-30 05:46:46+00:00, neal_katyal ok premise biden believes necsssry fir jon beat trump literally save world ask china hack irs trumps tax returns expose actual crimes real dirt hurt election,en,bully,0
6026,6188,2020-01-30 05:45:55+00:00,ha ha you talk too much president donald j trump 2020 best president in all of history promises made promises kept https t co lavf00frjh,en,bully,0
6028,6190,2020-01-30 05:44:42+00:00, realdonaldtrump you said like american i deserve meet accuser especially accuser so called whistleblower represented perfectconversation foreign leader totally inaccurate fraudulent way to meet them testify trump,en,bully,0
6032,6194,2020-01-30 05:43:23+00:00,are kidding sh t president trump s lawyers argued president win re election in public interest https t co n4lvinr3vy,en,bully,0
6033,6195,2020-01-30 05:42:53+00:00, atrupar if witnesses called maybe these hannity putin margot robbie hillary barack stephen colbert bondi dog chased bagdaddy giuliani bill clinton kim jong un franklin lindsay graham trump melania billie eilish macron amp dan quayle ,en,bully,0
6037,6199,2020-01-30 05:41:11+00:00, lindseygrahamsc i heard why nobody want any because trump threatening republicans dead their ability run office everybody got washington,en,bully,0
6039,6202,2020-01-30 05:40:22+00:00, tribelaw alandersh in words monarchist he s going earlier founders rejected british system trump essentially state like king ,en,bully,0
6042,6205,2020-01-30 05:39:43+00:00, irishson1916 teampelosi yes vote trump enablers national security issue the cult trump trying cover trump kids ivanka jaredkushner donaldtrumpjr amp erictrump look finances stealing america amp trump distracting biden hoax,en,bully,0
6048,6211,2020-01-30 05:39:08+00:00,can joemanchinwv tell question relevant trump s july 25th phone want lawyers ask hunter biden called testify senateimpeachmenttrial https t co ai6isdh4ow,en,bully,0
6049,6212,2020-01-30 05:38:35+00:00, asharangappa_ i suppose revelation trump khashoggi killed saudi arabia foreign policy ,en,bully,0
6050,6214,2020-01-30 05:38:07+00:00,i hear you re saying comes this the final outcome gop trump conspiratorial attempt blocking truth trump s criminal unethical acts final day nov 3 2020 hopefully justice finally served https t co mvsd3litaq,en,bully,0
6052,6216,2020-01-30 05:37:11+00:00, bashalaniz therealmeleslie lowcountry1girl repadamschiff bashand so know you re message aware cheating care i can t respond hilary devil 2016 election obsession trump lost popular vote russia mettling trump ,en,bully,0
6056,6220,2020-01-30 05:36:23+00:00, repadamschiff if thinks democrat party screwed america bad enough think damage if democrat president office trump 2020 draining the s wampssss,en,bully,0
6059,6223,2020-01-30 05:35:07+00:00, senategop just like trumps wall political futures voteblue https t co o7whoxurhj,en,bully,0
6060,6224,2020-01-30 05:34:48+00:00, lisamurkowski so it a good start trump office ,en,bully,0
6061,6225,2020-01-30 05:34:45+00:00, gapprofit i agree we r goverened 3 bodies o amp h s arms libtard congress msm amp deep st minds trump slips in his power n jabs here n there https t co emyjiv7eib,en,bully,0
6062,6226,2020-01-30 05:34:33+00:00,i m going bed feeling fucking way i election night 2016 demoralized scared the senate gop capitulated corruption insanity they know trump guilty complicit allowing happen they fucked us ,en,bully,0
6063,6227,2020-01-30 05:34:31+00:00,makes u wonder schumer giving free pass tell trump freedom charges lessor charges https t co gdrv87takl,en,bully,0
6069,6233,2020-01-30 05:32:46+00:00,the guardian view trump s peace plan con deal editorial https t co u4mqstwld5,en,bully,0
6070,6234,2020-01-30 05:32:27+00:00, sltrib senmikelee we kicked bennett senate good riddance who cares granddaughter says paul huntsman s tribune print negative trump lds church https t co ddlbpjdz0b,en,bully,0
6072,6236,2020-01-30 05:32:02+00:00,evangelical pastor says jesus christ beat crap bolton staying loyal donald trump men god losing minds i guess execute whistleblower crucifixion lord help,en,bully,0
6073,6237,2020-01-30 05:31:53+00:00, igorbobic there zero corruption begin with the aid conditioned ukraine met conditions prior trump interfering imagine putin instructed release funds russia reek havoc trying takeover ukraine shamtrial,en,bully,0
6074,6238,2020-01-30 05:31:47+00:00,reelecting donald trump is fact country s best interest dershbag impeachmenttrial impeachment impeachedforever impeachandremove dershowitz,en,bully,0
6076,6240,2020-01-30 05:30:39+00:00, andyostroy debramessing realdonaldtrump thank you so glad thoughts i beginning enough the but obama clinton nixon hunter joe it doesn t matter did did do trump trial trump guilty treason remove him from office ,en,bully,0
6078,6242,2020-01-30 05:29:54+00:00, followbreath thehill now trump way things cut corners cheap possible t worry silly safety problems ,en,bully,0
6086,6250,2020-01-30 05:28:26+00:00,wtf this why organization singling journalist potus he s policy children cages the tweet disingenuous let called religious leaders r campaigning 4 trump https t co 98bvcr1rpa,en,bully,0
6089,6253,2020-01-30 05:27:55+00:00,trump a fan brexit promised massive deal both sides said want hammer quickly but stumbling blocks including drug prices amp taxes big tech companies there s debate chlorinated chicken https t co p2hvyfkmbq,en,bully,0
6091,6255,2020-01-30 05:27:49+00:00,trump fellow criminals read constitution https t co fwvhowz6y4,en,bully,0
6095,6260,2020-01-30 05:27:23+00:00,so i m clear trump wants long believes it s best country including influencing election we re supposed leave said election people decide got it ,en,bully,0
6097,6262,2020-01-30 05:26:49+00:00,we people lied 2 thought stupid trump gop cover up trump is god devil create monster let roam free point turn you ,en,bully,0
6102,6268,2020-01-30 05:26:17+00:00, trumpsatwit i hear you said done trump train undoubtedly suffer political pariah ,en,bully,0
6104,6270,2020-01-30 05:26:08+00:00,actress sandra bullock donald trump is doing everything to improve our https t co eplc9sxlhh youtube,en,bully,0
6106,6272,2020-01-30 05:25:26+00:00, neal_katyal stockscout1 repadamschiff we watching republican coverup in plain view they taking down democracy and shredding the constitution this embarrassing makes ashamed american the world is watching this republican coverup the end of separation of powers trump has become king ,en,bully,0
6107,6273,2020-01-30 05:25:24+00:00,dictator donald trump trying desperately allowing witnesses documents he trained lawyer well i paid lawyers well it cover up beginning more https t co hy5rsidee5,en,bully,0
6109,6275,2020-01-30 05:25:20+00:00, ryyppop delores2004for jeanjeannie20 steel_rhino dvillella realdonaldtrump potus clinton s actions separate trump s her actions caused t anything i know i know that political realization ,en,bully,0
6110,6276,2020-01-30 05:25:17+00:00, repadamschiff yes adam thanks fighting america love trump lawyers acting it s sad people stand lie american people like crazy judge roberts like country going shambles trump office protectjudgerobertsfromtrump,en,bully,0
6113,6279,2020-01-30 05:24:52+00:00, gesb2 in hell trump walk forth sisyphean manner ends now amp he ll able come out turn mexico so goes ,en,bully,0
6114,6280,2020-01-30 05:24:17+00:00,who cares boris johnson defends focus brexit maybe wants butter trump comes begging trade deal https t co ik80svhi4r,en,bully,0
6116,6282,2020-01-30 05:24:15+00:00,why they hate president trump he made it so veterans could go to any doctor he moved israel gov t to jerusalem and our embassy he opened up the west bank he put tougher sanctions on north korea and iran he gave military support to ukraine he reduced penaties for prisoners ,en,bully,0
6117,6283,2020-01-30 05:24:11+00:00, fjtorresc2 he said i quote run presses we print money the entire economic team laughed saw trump irritated lol face trump wasn t joking my god what idiot ,en,bully,0
6118,6284,2020-01-30 05:23:52+00:00, jeteriam ange_amene bernie sanders opinion isn t better trump i don t agree amene i m place so no i thinks biden isn t improvement ,en,bully,0
6119,6285,2020-01-30 05:23:47+00:00, thomashummer2 repandybiggsaz i can t speak happened important happened now didn t impeached 19 hours sworn let s forget lot trumps ppl indicted sooo says people believe period ppl ended criminals,en,bully,0
6122,6288,2020-01-30 05:23:02+00:00, lindseygrahamsc rep lindsey graham is a disgrace putin puppet trump puppet yes man hope south carolina voters vote this disgrace puppet yes man out of congress he put known criminal trump before the country and constitution ,en,bully,0
6123,6289,2020-01-30 05:23:02+00:00, presssec cnn i don t care bit cnn thinks trump supporter at i express happiness trump potus cnn allowed ashamed late game admit trump awesome job no i mean no one well ,en,bully,0
6125,6291,2020-01-30 05:22:45+00:00, robreiner lpoolfc18 we watching republican coverup in plain view they taking down democracy and shredding the constitution this embarrassing makes ashamed american the world is watching this republican coverup the end of separation of powers trump has become king ,en,bully,0
6134,6300,2020-01-30 05:20:07+00:00, ronaldklain the trump photo op who s speaking and tvs sitting table himself this guy joke i want white men come photo dragthisman,en,bully,0
6136,6302,2020-01-30 05:19:54+00:00, usattyvance truly believe great addition msnbc family i can t believe crooked trumps administration is wow,en,bully,0
6139,6305,2020-01-30 05:18:49+00:00,82 americans want witnesses trump s removal trial another 2 opposed tax scam americans godamn fools ,en,bully,0
6141,6307,2020-01-30 05:17:46+00:00, lindseygrahamsc charge clinton sex then now now trump trying steal our election and hold military aid dirt biden you don t want to have trump charge for way more ,en,bully,0
6142,6308,2020-01-30 05:17:45+00:00, allbikesbiker scotsman_drew kmanaman3 forgottensaint3 larry007legend 1chancediamond mcginnkeven keecowang5 8brianvogel4 ruxcytbl fueldog1 evansrc717 xxgejamoxx charlesvancott vote_trump wattzzd ppptce searchingforth8 _fat_nixon julie82902847 side_show007 larryputt jack_pyro klhirst1 tydonevski thomascarolan12 davidf4444 holycrap37 eleanor70001 usapatriot58 spiralwrap duwayn55629746 marlahooch2 someotherperso3 tc1776 claymma1 gemmatorrent11 mayoroftwitr wasthatholly ihavegodsfavor stillfreescotty judge_knot sonoscrutinizer jewls2245_gemma bobbitor1 dennish59386592 vlotorto fxaxmxbxa lockrousseau realdonaldtrump cant differentiate between cause effect anymore and dont want to trump does nt make eat bacon you must thinking moochelle queen disposable school cafeteria food what good food kids wont eat why feed trashcan unless you are in it eh smothers,en,bully,0
6146,6312,2020-01-30 05:16:15+00:00,can it trump traitor russia senate trial about https t co znbwhfjd4k,en,bully,0
6148,6314,2020-01-30 05:16:03+00:00, kylegriffin1 maddow trump can t meet that standard he s never acted best nation trump acts purpose mind himself ,en,bully,0
6150,6316,2020-01-30 05:15:35+00:00, tomfitton defend_trump i received questionaires filed but aol not send committee defend trump you send questionaire to itsmejfrnkln gmail com tu jane franklin,en,bully,0
6152,6318,2020-01-30 05:15:05+00:00,i wonder cnn isn t reporting 4 democrats vote acquit president trump huh ,en,bully,0
6153,6319,2020-01-30 05:14:38+00:00,each images wife painted war months trump sworn in the actually posted time swearing in knew future clearly ,en,bully,0
6155,6321,2020-01-30 05:14:28+00:00, clear distancing matt drudge says all in support trump was years ago https t co 6gwvdblhpv he all in mayor pete,en,bully,0
6156,6322,2020-01-30 05:14:21+00:00, a traitor agree me i bet you re thinking quote trump nope it s george iii know british king got rid couple years ago couldn t prosecuted how far come not impeachment msnbc,en,bully,0
6157,6323,2020-01-30 05:14:20+00:00, amandionair because allowed democracy incorporated replaced country s true line dollar signs trump gop s allegiance almighty corporate dollar not constitution ,en,bully,0
6158,6324,2020-01-30 05:14:01+00:00, jsodonoghue royblunt you want bolton testify trump guilty know trump liar criminal wannabe dictator needs stop afraid stand america,en,bully,0
6162,6328,2020-01-30 05:13:36+00:00, shaunm_keating bro stop you re blinded loyality trump ain t winning landslide what s winning cali ny winning landslide election,en,bully,0
6163,6329,2020-01-30 05:13:34+00:00, senatemajldr moscow mitch let bolton testify then explain all lies telling you choice impeach trump but won t because bought amp paid buy putin putinspuppets moscowmitch boltonmusttestify,en,bully,0
6166,6332,2020-01-30 05:13:09+00:00, rbpundit this thought along no law running office donald trump ,en,bully,0
6167,6333,2020-01-30 05:13:06+00:00, devincow she hopes watched adam schiff far leaving trumps people looking unprepared,en,bully,0
6169,6335,2020-01-30 05:13:00+00:00,i m fucking done fear instilled in us order gain power money donald john trump domestic terrorist he ordered followers brutalize people carried attacks political enemies ,en,bully,0
6171,6337,2020-01-30 05:12:25+00:00, gopsenate trump s defense getting foreign interference ok it s public interest wtaf have guys sold you ll shred constitution orange god wewantdocuments wewantwitnessestotestify,en,bully,0
6176,6342,2020-01-30 05:11:27+00:00, yt2ak loverofbooks123 realdonaldtrump ewarren trump rare class sociopath wants ruin democracy spoken extending terms cause wants like putin the democrats best i believe need discuss i vote for trump very different case ,en,bully,0
6181,6347,2020-01-30 05:10:49+00:00, 1bluemama1 resisterforever i stay interested involved i invested politics trump elected i supported potus regardless party office i idiot he makes impossible i loathe him ,en,bully,0
6194,6360,2020-01-30 05:08:36+00:00,this deal bidens solid smoke screen it s info trump create story is essentially gotdamned lie that s gop s intention lying evidence not prove anything create doubt i sick people https t co yeheocbykx,en,bully,0
6195,6361,2020-01-30 05:08:26+00:00, davemc99ta davecatanese and i like way bloomberg goes trump democrats going need impeachment ,en,bully,0
6201,6367,2020-01-30 05:07:37+00:00, stonekettle trump idiot it s lawyers it ,en,bully,0
6203,6369,2020-01-30 05:07:14+00:00, repadamschiff is trump sending truckloads money able sell soul evil trump to stand senate chamber lie teeth unbelievable something going on ,en,bully,0
6205,6371,2020-01-30 05:07:06+00:00, devinnunes cnn it think trump my sister trump supporter the joke quit lying ,en,bully,0
6206,6372,2020-01-30 05:06:57+00:00, kamvtv trump accomplished lot he doubled deficit cut funding syrian rebels day administration lost country 40 days tore iran treaty putting track obtain nuclear weapon war sabotaged national health care ,en,bully,0
